House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
16,White Cliffs,William,Harrison,36,Visitor,Single,Male,"Engineer, electrical",None,Christian
16,White Cliffs,Gerald,Horton,35,Lodger,Single,Male,Air traffic controller,None,Christian
16,White Cliffs,Marc,Saunders,60,Lodger,Single,Male,Unemployed,None,Catholic
16,White Cliffs,Victoria,Harris,24,Sibling,Single,Female,Marine scientist,None,Catholic
16,White Cliffs,Aaron,Ward,53,Lodger,Single,Male,"Administrator, sports",None,None
16,White Cliffs,Damian,Allen,25,Sibling,Single,Male,Press sub,None,Catholic
17,White Cliffs,Cameron,Cook,31,Head,Divorced,Male,Unemployed,None,None
17,White Cliffs,Charles,Cook,3,Son,NA,Male,Child,None,NA
17,White Cliffs,Conor,Barnes,26,Sibling,Single,Male,Banker,None,Christian
18,White Cliffs,Joanne,Iqbal,39,Head,Married,Female,Environmental manager,None,Christian
18,White Cliffs,Thomas,Iqbal,42,Husband,Married,Male,Neurosurgeon,None,None
19,White Cliffs,Amanda,Lane,48,Head,Divorced,Female,"Geologist, wellsite",None,Christian
20,White Cliffs,Stephen,Rogers,101,Head,Married,Male,Retired Agricultural consultant,None,None
20,White Cliffs,Alexandra,Rogers,98,Wife,Married,Female,"Retired Restaurant manager, fast food",None,None
20,White Cliffs,Shane,Rogers,79,Son,Married,Male,"Engineer, civil (consulting)",None,Christian
20,White Cliffs,Vanessa,Rogers,76,Daughter-in-law,Married,Female,"Producer, radio",None,Christian
21,White Cliffs,Kathryn,Rowe,43,Head,Single,Female,"Programmer, systems",None,Christian
21,White Cliffs,Samuel,Rowe,11,Son,NA,Male,Student,None,NA
21,White Cliffs,Naomi,Rowe,10,Daughter,NA,Female,Student,None,NA
22,White Cliffs,Jessica,Harris,36,Head,Married,Female,Research scientist (life sciences),None,Christian
22,White Cliffs,Alan,Harris,35,Husband,Married,Male,Primary school teacher,None,None
22,White Cliffs,Robin,Harris,5,Son,NA,Male,Student,None,NA
23,White Cliffs,Ian,Cole,46,Head,Single,Male,Magazine features editor,None,Christian
23,White Cliffs,Anne,Simmons,41,None,Single,Female,Manufacturing systems engineer,None,None
23,White Cliffs,Marian,Forster,64,None,Single,Female,"Accountant, chartered",None,Methodist
24,White Cliffs,Andrea,Bell,40,Head,Single,Female,"Teacher, early years/pre",None,None
24,White Cliffs,Damien,Bell,14,Son,NA,Male,Student,None,NA
24,White Cliffs,Susan,Bell,10,Daughter,NA,Female,Student,None,NA
25,White Cliffs,Kerry,Morrison,44,Head,Married,Female,"Psychologist, sport and exercise",None,Christian
25,White Cliffs,Lewis,Morrison,43,Husband,Married,Male,Curator,None,Christian
25,White Cliffs,Shane,Morrison,9,Son,NA,Male,Student,None,NA
26,White Cliffs,Joyce,Burns,52,Head,Married,Female,Hotel manager,None,Christian
26,White Cliffs,Thomas,Burns,55,Husband,Married,Male,Unemployed,None,Christian
26,White Cliffs,Hazel,Burns,17,Daughter,NA,Female,Student,None,NA
27,White Cliffs,Bernard,Hooper,71,Head,Widowed,Male,Retired Advertising account executive,None,None
28,White Cliffs,Catherine,Holloway,32,Head,Married,Female,"Optician, dispensing",None,Christian
28,White Cliffs,Michael,Holloway,33,Husband,Married,Male,Unemployed,None,None
28,White Cliffs,Matthew,Holloway,6,Son,NA,Male,Student,None,NA
29,White Cliffs,Sandra,Davies,37,Head,Single,Female,"Presenter, broadcasting",None,Methodist
29,White Cliffs,Albert,Davies,11,Son,NA,Male,Student,None,NA
29,White Cliffs,Matthew,Davies,10,Son,NA,Male,Student,None,NA
29,White Cliffs,Francesca,Davies,7,Daughter,NA,Female,Student,None,NA
30,White Cliffs,Caroline,Thompson,46,Head,Single,Female,Unemployed,None,None
30,White Cliffs,Charlotte,Miles,8,Daughter,NA,Female,Student,None,NA
30,White Cliffs,Lewis,Miles,8,Son,NA,Male,Student,None,NA
30,White Cliffs,Kimberley,Miles,6,Daughter,NA,Female,Student,None,NA
31,White Cliffs,Mathew,Patel,51,Head,Divorced,Male,"Clinical scientist, histocompatibility and immunogenetics",None,Catholic
32,White Cliffs,Eileen,Jones,43,Head,Single,Female,Market researcher,None,Methodist
32,White Cliffs,Gareth,Walker,45,Partner,Single,Male,Unemployed,None,Methodist
32,White Cliffs,Marie,Jones,12,Daughter,NA,Female,Student,None,NA
33,White Cliffs,Gail,Ward,64,Head,Married,Female,Retail banker,None,None
33,White Cliffs,Anthony,Ward,66,Husband,Married,Male,Civil Service administrator,None,None
33,White Cliffs,Keith,Ward,36,Son,Single,Male,Transport planner,None,None
33,White Cliffs,Alex,Ward,33,Son,Single,Male,Newspaper journalist,None,None
34,White Cliffs,Paula,Williamson,43,Head,Married,Female,Paediatric nurse,None,Catholic
34,White Cliffs,Brandon,Williamson,50,Husband,Married,Male,Unemployed,None,Catholic
34,White Cliffs,Shirley,Williamson,16,Daughter,NA,Female,Student,None,NA
35,White Cliffs,Marion,Evans,60,Head,Single,Female,Set designer,None,Christian
35,White Cliffs,Brett,Williams,62,Partner,Single,Male,Unemployed,None,None
35,White Cliffs,Reece,Evans,25,Son,Single,Male,"Engineer, energy",None,Christian
35,White Cliffs,Bethany,Evans,23,Daughter,Single,Female,Research scientist (maths),None,None
35,White Cliffs,Marc,Evans,2,Son,NA,Male,Child,None,NA
36,White Cliffs,Elaine,Law,24,Head,Single,Female,Unemployed,None,None
36,White Cliffs,Charlie,Law,4,Son,NA,Male,Child,None,NA
36,White Cliffs,Ruth,Law,3,Daughter,NA,Female,Child,None,NA
37,White Cliffs,Nicole,Morgan,25,Head,Divorced,Female,Operational researcher,None,None
37,White Cliffs,Sara,Cook-Morgan,5,Daughter,NA,Female,Student,None,NA
37,White Cliffs,Allan,Lloyd,3,Adopted Son,NA,Male,Child,None,NA
38,White Cliffs,Graham,Rhodes,46,Head,Married,Male,Minerals surveyor,None,None
38,White Cliffs,Nicola,Rhodes,41,Wife,Married,Female,Commercial art gallery manager,None,None
38,White Cliffs,Eileen,Rhodes,9,Daughter,NA,Female,Student,None,NA
39,White Cliffs,Jayne,Kirk,33,Head,Married,Female,Unemployed,None,Christian
39,White Cliffs,Duncan,Kirk,37,Husband,Married,Male,Seismic interpreter,None,Christian
40,White Cliffs,Donna,Gilbert,29,Head,Single,Female,Visual merchandiser,None,Christian
40,White Cliffs,Sarah,Gilbert,12,Daughter,NA,Female,Student,None,NA
40,White Cliffs,Callum,Gilbert,12,Son,NA,Male,Student,Deaf,NA
41,White Cliffs,Jamie,Ashton,150,Head,Married,Male,"Scientist, audiological",None,Christian
41,White Cliffs,Ashleigh,Ashton,60,Wife,Married,Female,Pathologist,None,Christian
41,White Cliffs,Elliot,Barnes-Ashton,32,Son,Divorced,Male,Herbalist,None,Christian
42,White Cliffs,Donna,Butler,80,Head,Widowed,Female,Unemployed,None,None
42,White Cliffs,Josephine,Butler,45,Daughter,Divorced,Female,Chartered management accountant,None,None
42,White Cliffs,Jodie,Butler,45,Daughter,Single,Female,Unemployed,None,None
43,White Cliffs,Lesley,Bray,21,Head,Single,Female,University Student,None,Christian
43,White Cliffs,Carole,Akhtar,24,None,Single,Female,"Doctor, general practice",None,None
43,White Cliffs,Damian,Davidson,63,None,Single,Male,Press sub,None,Christian
44,White Cliffs,Joshua,Blake,37,Head,Single,Male,"Teacher, English as a foreign language",None,None
44,White Cliffs,Elaine,Noble,40,None,Single,Female,Phytotherapist,None,Catholic
44,White Cliffs,Jasmine,Armstrong,33,None,Single,Female,"Surveyor, insurance",None,None
45,White Cliffs,Vanessa,Byrne,44,Head,Single,Female,"Therapist, drama",None,None
46,White Cliffs,Catherine,Hill,36,Head,Married,Female,Phytotherapist,None,None
46,White Cliffs,Lewis,Hill,38,Husband,Married,Male,"Lighting technician, broadcasting/film/video",None,None
46,White Cliffs,Jean,Hill,6,Daughter,NA,Female,Student,None,NA
46,White Cliffs,Lynne,Hill,2,Daughter,NA,Female,Child,None,NA
46,White Cliffs,Luke,McCarthy,56,Lodger,Divorced,Male,Software engineer,None,None
47,White Cliffs,Kimberley,Ferguson,47,Head,Single,Female,"Geologist, engineering",None,Christian
47,White Cliffs,Louise,Green,57,None,Single,Female,Analytical chemist,None,Christian
47,White Cliffs,Amy,Harrison,41,None,Single,Female,Holiday representative,None,Catholic
48,White Cliffs,Elaine,Smith,44,Head,Married,Female,"Buyer, industrial",None,None
48,White Cliffs,Reece,Smith,47,Husband,Married,Male,Advertising copywriter,None,None
48,White Cliffs,Fiona,Smith,18,Daughter,NA,Female,Student,None,NA
48,White Cliffs,Maureen,Lee,19,Daughter,NA,Female,Student,None,NA
48,White Cliffs,Margaret,Lee,12,Daughter,NA,Female,Student,None,NA
49,White Cliffs,Joanna,Leonard,30,Head,Single,Female,Unemployed,None,None
49,White Cliffs,Nicola,Leonard,0,Daughter,NA,Female,Child,None,NA
49,White Cliffs,Judith,Clements,48,Sibling,Single,Female,Television floor manager,None,None
50,White Cliffs,Joshua,Hall,43,Head,Single,Male,Tree surgeon,None,Christian
50,White Cliffs,Barry,Ryan,53,None,Single,Male,Print production planner,None,Christian
50,White Cliffs,Grace,Kay,57,None,Single,Female,Futures trader,None,Christian
50,White Cliffs,Shannon,Brown,62,None,Single,Female,Unemployed,None,None
50,White Cliffs,Hannah,Williamson,47,None,Single,Female,Marketing executive,None,Christian
51,White Cliffs,Lorraine,Moore,70,Head,Divorced,Female,Unemployed,None,Methodist
51,White Cliffs,Ashley,Moore,43,Son,Single,Male,Chief Executive Officer,None,Methodist
51,White Cliffs,Gavin,Moore,41,Son,Single,Male,"Therapist, occupational",None,Methodist
52,White Cliffs,Shannon,Douglas,32,Head,Single,Female,Unemployed,None,Christian
52,White Cliffs,Billy,Walsh-Douglas,11,Son,NA,Male,Student,None,NA
52,White Cliffs,Sam,Walsh-Douglas,4,Son,NA,Male,Child,None,NA
52,White Cliffs,Kelly,Walsh-Douglas,3,Daughter,NA,Female,Child,None,NA
53,White Cliffs,Louise,Martin,65,Head,Married,Female,Fashion designer,None,Christian
53,White Cliffs,Richard,Martin,68,Husband,Married,Male,Retired Amenity horticulturist,None,None
53,White Cliffs,Adrian,Martin,36,Adopted Son,Divorced,Male,Pharmacologist,None,Christian
53,White Cliffs,Hilary,Martin,34,Daughter,Single,Female,Forest/woodland manager,None,None
54,White Cliffs,Lindsey,Smith,26,Head,Married,Female,Unemployed,None,None
54,White Cliffs,David,Smith,25,Husband,Married,Male,"Psychologist, forensic",None,None
54,White Cliffs,Jeremy,Smith,5,Son,NA,Male,Student,None,NA
55,White Cliffs,Amy,Bryan,34,Head,Single,Female,Unemployed,None,None
55,White Cliffs,Eleanor,Bryan,10,Daughter,NA,Female,Student,None,NA
55,White Cliffs,Aaron,Bryan,6,Son,NA,Male,Student,None,NA
56,White Cliffs,Sylvia,Cox,46,Head,Married,Female,Dentist,None,None
56,White Cliffs,Samuel,Cox,47,Husband,Married,Male,"Librarian, academic",None,None
56,White Cliffs,Francesca,Cox,22,Daughter,Divorced,Female,University Student,None,None
56,White Cliffs,Luke,Cox,20,Son,Single,Male,University Student,Physical Disability,None
56,White Cliffs,Louis,Cox,16,Son,NA,Male,Student,None,NA
57,White Cliffs,Paul,Bell,87,Head,Single,Male,Retired Sports administrator,None,Methodist
58,White Cliffs,Megan,Bowen-Hartley,22,Head,Married,Female,University Student,None,None
58,White Cliffs,Graham,Bowen-Hartley,22,Husband,Married,Male,University Student,None,None
58,White Cliffs,Geraldine,Holmes,5,Daughter,NA,Female,Student,None,NA
59,White Cliffs,Gemma,Stone,36,Head,Married,Female,Nature conservation officer,None,Christian
59,White Cliffs,Ricky,Stone,45,Husband,Married,Male,Educational psychologist,None,Christian
59,White Cliffs,Wendy,Stone,10,Daughter,NA,Female,Student,None,NA
60,White Cliffs,Beverley,Smith,50,Head,Divorced,Female,Police officer,None,Christian
60,White Cliffs,Keith,Smith,12,Son,NA,Male,Student,None,NA
60,White Cliffs,Francesca,Smith,12,Daughter,NA,Female,Student,None,NA
60,White Cliffs,Kyle,Smith,11,Adopted Son,NA,Male,Student,None,NA
61,White Cliffs,Julia,Smith,39,Head,Married,Female,"Designer, textile",None,Christian
61,White Cliffs,Mark,Smith,41,Husband,Married,Male,Energy manager,None,Christian
61,White Cliffs,Kerry,Smith,16,Daughter,NA,Female,Student,None,NA
61,White Cliffs,Sylvia,Smith,14,Daughter,NA,Female,Student,None,NA
62,White Cliffs,Rachel,Taylor,34,Head,Married,Female,Unemployed,None,Christian
62,White Cliffs,Glen,Taylor,35,Husband,Married,Male,"Scientist, research (physical sciences)",None,Christian
62,White Cliffs,Mohammed,Taylor,7,Son,NA,Male,Student,None,NA
63,White Cliffs,Lynda,Wood,22,Head,Single,Female,University Student,None,None
63,White Cliffs,Sean,Abbott,19,Partner,Single,Male,University Student,None,None
63,White Cliffs,Billy,Wood,-1,Son,NA,Male,Child,None,NA
64,White Cliffs,Brian,Walton,39,Head,Married,Male,Site engineer,None,Christian
64,White Cliffs,Carole,Walton,36,Wife,Married,Female,"Optician, dispensing",None,Christian
64,White Cliffs,Allan,Powell,41,Lodger,Single,Male,Television production assistant,None,Methodist
64,White Cliffs,Nigel,Farrell,20,Visitor,Divorced,Male,Applications developer,None,Methodist
65,White Cliffs,Rosemary,Edwards,86,Head,Married,Female,Retired Sub,None,None
65,White Cliffs,Barry,Edwards,88,Husband,Married,Male,"Retired Scientist, research (maths)",None,None
66,White Cliffs,Jodie,Thomas,45,Head,Single,Female,Community development worker,None,Christian
66,White Cliffs,Ian,Dobson,44,Partner,Single,Male,"Engineer, structural",None,Christian
66,White Cliffs,Geraldine,Thomas,16,Daughter,NA,Female,Student,None,NA
66,White Cliffs,Dean,Thomas,10,Son,NA,Male,Student,None,NA
67,White Cliffs,Matthew,Miah,73,Head,Divorced,Male,Retired Glass blower/designer,None,None
68,White Cliffs,Sophie,Jones,44,Head,Married,Female,Dance movement psychotherapist,None,Catholic
68,White Cliffs,Graham,Jones-Edwards,44,Husband,Married,Male,"Surveyor, mining",None,Catholic
68,White Cliffs,Bryan,Jones-Edwards,6,Son,NA,Male,Student,None,NA
68,White Cliffs,Russell,Jones-Edwards,5,Son,NA,Male,Student,None,NA
68,White Cliffs,Nathan,Jones-Edwards,1,Son,NA,Male,Child,None,NA
69,White Cliffs,Jessica,Taylor,54,Head,Married,Female,"Research officer, political party",None,Christian
69,White Cliffs,Gregory,Taylor,55,Husband,Married,Male,Corporate treasurer,None,None
69,White Cliffs,Samantha,Taylor,28,Daughter,Divorced,Female,IT technical support officer,None,Christian
70,White Cliffs,Michelle,Khan,32,Head,Divorced,Female,Unemployed,None,Christian
70,White Cliffs,Tom,Khan,1,Son,NA,Male,Child,None,NA
70,White Cliffs,Lesley,Walker,35,Lodger,Single,Female,Publishing copy,None,Christian
71,White Cliffs,Clifford,Jones,47,Head,Married,Male,Community development worker,None,None
71,White Cliffs,Lynne,Jones,46,Wife,Married,Female,Personnel officer,None,None
71,White Cliffs,Joshua,Hunter-Jones,17,Son,NA,Male,Student,None,NA
72,White Cliffs,Joanne,Dixon,36,Head,Divorced,Female,Speech and language therapist,None,Christian
72,White Cliffs,Aimee,Dixon,3,Daughter,NA,Female,Child,None,NA
72,White Cliffs,Dennis,Davis,41,Lodger,Single,Male,"Engineer, electronics",None,None
73,White Cliffs,Charlie,Pearson,35,Head,Single,Male,"Scientist, audiological",None,Catholic
73,White Cliffs,Emma,Reeves,64,None,Divorced,Female,Unemployed,None,None
73,White Cliffs,Aaron,Thomas,39,None,Single,Male,"Editor, commissioning",None,Methodist
73,White Cliffs,Pamela,Moore,52,None,Single,Female,"Psychologist, occupational",None,Muslim
73,White Cliffs,Daniel,Hamilton,33,None,Single,Male,Tour manager,None,None
74,White Cliffs,Lisa,Holloway,54,Head,Single,Female,Adult nurse,None,None
74,White Cliffs,Conor,Johnson,59,Partner,Single,Male,Financial controller,Blind,None
75,White Cliffs,Patricia,Howard,40,Head,Married,Female,Insurance account manager,None,Catholic
75,White Cliffs,Phillip,Howard,42,Husband,Married,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
75,White Cliffs,Callum,Howard,16,Son,NA,Male,Student,None,NA
76,White Cliffs,Megan,Turner,34,Head,Divorced,Female,Computer games developer,Unknown Infection,Methodist
76,White Cliffs,Annette,Turner,3,Daughter,NA,Female,Child,None,NA
76,White Cliffs,Hollie,Turner,3,Daughter,NA,Female,Child,None,NA
77,White Cliffs,Kayleigh,Bartlett,35,Head,Married,Female,Insurance risk surveyor,None,Catholic
77,White Cliffs,Phillip,Bartlett,36,Husband,Married,Male,Community arts worker,None,Catholic
77,White Cliffs,Robin,Knowles,64,Lodger,Single,Male,"Programmer, systems",None,Christian
78,White Cliffs,Bethany,Lyons,42,Head,Married,Female,"Copywriter, advertising",None,Catholic
78,White Cliffs,Alan,Lyons,44,Husband,Married,Male,"Conservator, furniture",None,Catholic
78,White Cliffs,Kevin,Lyons,4,Son,NA,Male,Child,None,NA
79,White Cliffs,Debra,Hill,48,Head,Single,Female,"Surveyor, minerals",None,None
79,White Cliffs,Paul,Bennett,58,None,Single,Male,Social researcher,None,Catholic
79,White Cliffs,Cameron,Mistry,64,None,Single,Male,Materials engineer,None,Christian
80,White Cliffs,Amelia,Hayes,18,Head,Single,Female,University Student,None,None
80,White Cliffs,Jean,O'Connor,22,None,Single,Female,University Student,None,None
80,White Cliffs,Darren,Phillips,18,None,Single,Male,University Student,None,Catholic
81,White Cliffs,Lauren,Reid,42,Head,Married,Female,Research scientist (maths),None,Methodist
81,White Cliffs,Joseph,Reid,41,Husband,Married,Male,Public librarian,None,Methodist
81,White Cliffs,Reece,Reid,16,Son,NA,Male,Student,None,NA
82,White Cliffs,Emily,Wilson,21,Head,Married,Female,University Student,None,None
82,White Cliffs,Oliver,Wilson,21,Husband,Married,Male,University Student,None,None
83,White Cliffs,Lynda,Riley,43,Head,Married,Female,Art gallery manager,None,Methodist
83,White Cliffs,Gavin,Riley,45,Husband,Married,Male,Dentist,None,None
83,White Cliffs,Kimberley,Stephens-Riley,16,Daughter,NA,Female,Student,None,NA
83,White Cliffs,Joanne,Stephens-Riley,8,Daughter,NA,Female,Student,None,NA
83,White Cliffs,Bernard,Stephens-Riley,7,Son,NA,Male,Student,None,NA
84,White Cliffs,John,Akhtar,54,Head,Single,Male,Unemployed,None,Christian
84,White Cliffs,Justin,Akhtar,14,Son,NA,Male,Student,None,NA
84,White Cliffs,Sally,Akhtar,8,Daughter,NA,Female,Student,None,NA
85,White Cliffs,Leanne,Khan,73,Head,Married,Female,Retired Forensic psychologist,None,Christian
85,White Cliffs,Leon,Khan,75,Husband,Married,Male,"Retired Research officer, political party",Blind,None
85,White Cliffs,Tracey,Khan,36,Daughter,Single,Female,"Administrator, arts",None,Christian
86,White Cliffs,Rachael,James,35,Head,Divorced,Female,Outdoor activities/education manager,None,None
